Item	Cat	Label	Type	InchWidth	InchHeight	InchDepth	MetricWidth	MetricHeight	MetricDepth	Density	Color	Material	Description	PieceWeight	UnitQty	Price	Q1	D1	Q2	D2	Q3	D3	Q4	D4	Q5	D5	Q6	D6
HB2	BAGH			2 1/2	3 1/2		64	90		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.0015	100	0.04	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB3X6S	BAGH			3 3/16	6 1/16		81	154		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.0031	100	0.05	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB3	BAGH	HOLDS	3" x 5" Cards	3 5/16	5 1/8		84	130		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.003	100	0.05	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB3X5XL	BAGH	HOLDS	4Bar Envelope & Card	3 13/16	5 9/16		97	141		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.0034	100	0.05	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB4B1	BAGH	HOLDS	(6-8) 4Bar Envelopes & Cards	4 1/16	5 3/8		103	137		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.0037	100	0.05	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB4B2	BAGH	HOLDS	(8-10) 4Bar Envelopes & Cards	4 1/4	5 3/8		108	137		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.0038	100	0.05	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB49	BAGH	HOLDS	#10 Business Envelope	4 5/16	9 3/4		110	248		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.0056	100	0.07	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB54S	BAGH	HOLDS	(12) 4Bar Envelopes & Cards	4 1/2	5 9/16		114	141		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.0041	100	0.06	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB54	BAGH	HOLDS	A2 or 5.5Bar Envelope & Card	4 5/8	5 3/4		117	146		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.0042	100	0.06	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB4X8	BAGH			4 3/4	8 1/4		121	210		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.0058	100	0.07	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB5B1	BAGH	HOLDS	(6-8) A2 or 5.5Bar Envelopes & Cards	4 7/8	6		124	152		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.0048	100	0.06	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB65	BAGH	HOLDS	A6 or 6Bar Envelope & Card	4 15/16	6 13/16		125	173		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.0049	100	0.07	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB5B2	BAGH	HOLDS	(8-10) of A2 or 5.5Bar Envelopes & Cards	5	6		127	152		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.005	100	0.06	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB6B2	BAGH	HOLDS	(12) of A2 or 5.5Bar Envelopes & Cards or (6-8) A6 or 6Bar Envelopes & Cards	5 1/8	6 3/4		130	171		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.0055	100	0.07	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB5X5SM	BAGH	HOLDS	5x5 Square Envelope & Card	5 3/16	5 1/16		132	129		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.0044	100	0.06	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB6B1	BAGH	HOLDS	(8-10) of A6 or 6Bar Envelopes & Cards	5 5/16	6 3/4		135	171		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.0056	100	0.07	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB512	BAGH			5 5/16	12		135	305		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.008	100	0.09	500	4										
HB5X5	BAGH	HOLDS	5 1/4" Square Envelope & Card	5 7/16	5 1/4		138	133		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.005	100	0.06	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB75	BAGH	HOLDS	A7, Lee, or Linwood Envelope & Card	5 7/16	7 1/4		138	184		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.0057	100	0.07	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB5X5M	BAGH	HOLDS	(12) of 5x5 Square Envelopes & Cards or a 5.5x5.5 Square Envelope & Card	5 11/16	5 9/16		144	141		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.0052	100	0.07	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB7B1	BAGH	HOLDS	(6-8) A7, Lee, or Linwood Envelopes & Cards	5 11/16	7 1/2		144	191		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.0064	100	0.07	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB7B2	BAGH	HOLDS	(8-10) A7, Lee, or Linwood Envelopes & Cards	5 13/16	7 1/2		148	191		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.0065	100	0.07	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB45	BAGH	HOLDS	A2 or 5.5Bar Envelope & Card	5 7/8	4 1/2		149	114		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.0043	100	0.06	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB5X5XL	BAGH	HOLDS	5 3/4" Square Envelope & Card	5 15/16	5 7/8		151	149		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.0057	100	0.07	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB59	BAGH	HOLDS	(12) of A7, Lee, or Linwood Envelopes & Cards or an A9 Envelope & Card	5 15/16	8 3/4		151	222		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.0071	100	0.08	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB68	BAGH			6 1/8	8 3/4		156	222		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.007	100	0.08	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB66	BAGH	SIZE	6 1/4" Square Clear Envelope	6 1/4	6 1/4		159	159		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.0057	100	0.07	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB6X6	BAGH	HOLDS	6.25x6.25 Square Envelope & Card	6 7/16	6 1/4		164	159		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.0058	100	0.07	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB6X6M	BAGH	HOLDS	(6-8) of 6.25x6.25 Square Envelopes & Cards or a 6.5x6.5 Envelope & Card	6 11/16	6 9/16		170	167		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.0069	100	0.08	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB7X7E	BAGH	HOLDS	(6-8) of 6.5x6.5 Envelopes & Cards	7	7		178	178		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.0076	100	0.08	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB7X7SM	BAGH	HOLDS	(8-10) of 6.5x6.5 Square Envelopes & Cards	7 3/16	7 1/16		183	179		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.0077	100	0.08	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB5S	BAGH	HOLDS	(12) of A6 or 6Bar Envelopes & Cards	7 1/4	5 1/8		184	130		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.0063	100	0.08	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB5	BAGH	HOLDS	A7 or Lee Envelope & Card	7 7/16	5 1/4		189	133		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.0068	100	0.08	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
HB77	BAGH	HOLDS	7 1/4" Square Envelope & Card	7 7/16	7 1/4		189	184		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Plastic Hanging Bags with Adhesive Strip on the Bottom Flap	0.0077	100	0.09	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B23CNF	BAGO	HOLDS	Quarter of a 5X7	2 5/8	3 5/8		67	92		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with No Flap and No Adhesive	0.001	100	0.03	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B3X5SNF	BAGO			3	5 1/8		76	130		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with No Flap and No Adhesive	0.0018	100	0.04	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B53NF	BAGO	HOLDS	Gladstone Envelope & Card	3 11/16	5 11/16		94	144		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with No Flap and No Adhesive	0.0022	100	0.04	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B3X5NF	BAGO	HOLDS	4Bar Envelope & Card	3 13/16	5 5/16		97	135		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with No Flap and No Adhesive	0.0021	100	0.04	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B4X6NF	BAGO			4 1/4	6 5/16		108	160		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with No Flap and No Adhesive	0.0028	100	0.04	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B49NF	BAGO	HOLDS	#10 Policy Envelope & Card	4 5/16	9 5/8		110	244		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with No Flap and No Adhesive	0.0043	100	0.06	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B54NF	BAGO	HOLDS	A2 or 5.5Bar Envelope & Card	4 5/8	5 7/8		117	149		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with No Flap and No Adhesive	0.0027	100	0.05	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B4X6NFXL	BAGO	HOLDS	Cards that Fit A6 or 6Bar Envelopes (but without the envelope)	4 5/8	6 1/2		117	165		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with No Flap and No Adhesive	0.0035	100	0.04	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B65NF	BAGO	HOLDS	A6 or 6Bar Envelope & Card	4 15/16	6 11/16		125	170		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with No Flap and No Adhesive	0.0035	100	0.05	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B5X7NF	BAGO	HOLDS	5X7's	5 1/8	7 1/16		130	179		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with No Flap and No Adhesive	0.004	100	0.05	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B75SNF	BAGO	HOLDS	5X7's with Mat Backing	5 1/4	7 3/32		133	180		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with No Flap and No Adhesive	0.004	100	0.06	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B75NF	BAGO	HOLDS	A7 or Lee Envelope & Card	5 7/16	7 1/4		138	184		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with No Flap and No Adhesive	0.004	100	0.06	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B75WNF	BAGO	HOLDS	5X7 Photo with Foam Backing	5 1/2	7 1/4		140	184		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with No Flap and No Adhesive	0.0042	100	0.06	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B57NF	BAGO	HOLDS	Linwood Envelope & Card	5 1/2	7 5/8		140	194		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with No Flap and No Adhesive	0.0044	100	0.06	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
B610NF	BAGO			6	10		152	254		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Bags with No Flap and No Adhesive	0.0062	100	0.08	500	4	1000	8	1500	12	2000	16	2500	20	3000	24
GR3X5	BAGB	HOLDS	4Bar Envelope & Card	3 13/16 	5 1/8		97	130		1.2 mil	Clear	Biodegradable PLA (made from plants)	Clear Biodegradable Bags with a Flap and an Adhesive Strip	0.0028	100	0.07	500	5	1000	10	1500	15	2000	20	2500	25	3000	30
GR3X5NF	BAGB	HOLDS	4Bar Envelope & Card	3 13/16 	5 3/16		97	132		1.2 mil	Clear	Biodegradable PLA (made from plants)	Clear Biodegradable Bags with No Flap and No Adhesive	0.0024	100	0.06	500	5	1000	10	1500	15	2000	20	2500	25	3000	30
GR4B1	BAGB	HOLDS	(6-8) 4Bar Envelopes & Cards	4 1/16	5 3/8		103	137		1.2 mil	Clear	Biodegradable PLA (made from plants)	Clear Biodegradable Bags with a Flap and an Adhesive Strip	0.0033	100	0.07	500	5	1000	10	1500	15	2000	20	2500	25	3000	30
GR4B2	BAGB	HOLDS	(8-10) 4Bar Envelopes & Cards	4 1/4	5 3/8		108	137		1.2 mil	Clear	Biodegradable PLA (made from plants)	Clear Biodegradable Bags with a Flap and an Adhesive Strip	0.0033	100	0.07	500	5	1000	10	1500	15	2000	20	2500	25	3000	30
GR4X6	BAGB	HOLDS	4X6's	4 1/4	6 1/8		108	156		1.2 mil	Clear	Biodegradable PLA (made from plants)	Clear Biodegradable Bags with a Flap and an Adhesive Strip	0.0033	100	0.08	500	15	1000	20	1500	25	2000	30	2500	35		
GR49	BAGB	HOLDS	#10 Policy Envelope & Card	4 5/16	9 1/2		110	241		1.2 mil	Clear	Biodegradable PLA (made from plants)	Clear Biodegradable Bags with a Flap and an Adhesive Strip	0.0053	100	0.10	500	10	1000	15	1500	20	2000	25	2500	30	3000	35
GR49NF	BAGB	HOLDS	#10 Policy Envelope & Card	4 5/16	9 9/16		110	243		1.2 mil	Clear	Biodegradable PLA (made from plants)	Clear Biodegradable Bags with No Flap and No Adhesive	0.0052	100	0.09	500	15	1000	20	1500	25	2000	30	2500	35		
GR54S	BAGB	HOLDS	(12) 4Bar Envelopes & Cards	4 1/2	5 9/16		114	141		1.2 mil	Clear	Biodegradable PLA (made from plants)	Clear Biodegradable Bags with a Flap and an Adhesive Strip	0.0035	100	0.07	500	5	1000	10	1500	15	2000	20	2500	25	3000	30
GR54	BAGB	HOLDS	A2 or 5.5Bar Envelope & Card	4 5/8	5 3/4		117	146		1.2 mil	Clear	Biodegradable PLA (made from plants)	Clear Biodegradable Bags with a Flap and an Adhesive Strip	0.0045	100	0.08	500	10	1000	15	1500	20	2000	25	2500	30	3000	35
GR54NF	BAGB	HOLDS	A2 or 5.5Bar Envelope & Card	4 5/8	5 13/16		117	148		1.2 mil	Clear	Biodegradable PLA (made from plants)	Clear Biodegradable Bags with No Flap and No Adhesive	0.0032	100	0.07	500	10	1000	15	1500	20	2000	25	2500	30	3000	35
GR5B1	BAGB	HOLDS	(6-8) 5.5Bar or A2 Envelopes & Cards	4 7/8	6		124	152		1.2 mil	Clear	Biodegradable PLA (made from plants)	Clear Biodegradable Bags with a Flap and an Adhesive Strip	0.0039	100	0.09	500	15	1000	20	1500	25	2000	30	2500	35		
GR65	BAGB	HOLDS	A6 or 6Bar Envelope & Card	4 15/16	6 1/2		125	165		1.2 mil	Clear	Biodegradable PLA (made from plants)	Clear Biodegradable Bags with a Flap and an Adhesive Strip	0.0045	100	0.09	500	20	1000	25	1500	30	2000	35				
GR65NF	BAGB	HOLDS	A6 or 6Bar Envelope & Card	4 15/16	6 9/16		125	167		1.2 mil	Clear	Biodegradable PLA (made from plants)	Clear Biodegradable Bags with No Flap and No Adhesive	0.0039	100	0.07	500	5	1000	10	1500	15	2000	20	2500	25	3000	30
GR5B2	BAGB	HOLDS	(8-10) 5.5Bar or A2 Envelopes & Cards	5	6		127	152		1.2 mil	Clear	Biodegradable PLA (made from plants)	Clear Biodegradable Bags with a Flap and an Adhesive Strip	0.0042	100	0.09	500	20	1000	25	1500	30	2000	35				
GR6B2	BAGB	HOLDS	(6-8) 6Bar or A6 Envelopes & Cards or (12) 5.5Bar or A2 Envelopes & Cards	5 1/8	6 3/4		130	171		1.2 mil	Clear	Biodegradable PLA (made from plants)	Clear Biodegradable Bags with a Flap and an Adhesive Strip	0.0047	100	0.10	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
GR5X5SM	BAGB	HOLDS	Square Card & Envelope	5 3/16	5 1/16		132	129		1.2 mil	Clear	Biodegradable PLA (made from plants)	Clear Biodegradable Bags with a Flap and an Adhesive Strip	0.0034	100	0.08	500	15	1000	20	1500	25	2000	30	2500	35		
GR6B1	BAGB	HOLDS	(8-10) 6Bar or A6 Envelopes & Cards	5 5/16	6 3/4		135	171		1.2 mil	Clear	Biodegradable PLA (made from plants)	Clear Biodegradable Bags with a Flap and an Adhesive Strip	0.005	100	0.10	500	15	1000	20	1500	25	2000	30	2500	35	3000	40
GR5X5	BAGB	HOLDS	Square Card & Envelope	5 7/16	5 1/4		138	133		1.2 mil	Clear	Biodegradable PLA (made from plants)	Clear Biodegradable Bags with a Flap and an Adhesive Strip	0.0036	100	0.08	500	15	1000	20	1500	25	2000	30	2500	35		
GR75	BAGB	HOLDS	A7 or Lee Envelope & Card	5 7/16	7 1/4		138	184		1.2 mil	Clear	Biodegradable PLA (made from plants)	Clear Biodegradable Bags with a Flap and an Adhesive Strip	0.0054	100	0.10	500	15	1000	20	1500	25	2000	30	2500	35		
GR75NF	BAGB	HOLDS	A7 or Lee Envelope & Card	5 7/16	7 5/16		138	186		1.2 mil	Clear	Biodegradable PLA (made from plants)	Clear Biodegradable Bags with No Flap and No Adhesive	0.0047	100	0.09	500	20	1000	25	1500	30	2000	35				
GR7B1	BAGB	HOLDS	(6-8) Lee or A7 Envelopes & Cards	5 11/16	7 1/2		144	191		1.2 mil	Clear	Biodegradable PLA (made from plants)	Clear Biodegradable Bags with a Flap and an Adhesive Strip	0.0056	100	0.10	500	15	1000	20	1500	25	2000	30	2500	35		
GR7B2	BAGB	HOLDS	(8-10) Lee or A7 Envelopes & Cards	5 13/16	7 1/2		148	191		1.2 mil	Clear	Biodegradable PLA (made from plants)	Clear Biodegradable Bags with a Flap and an Adhesive Strip	0.0073	100	0.10	500	15	1000	20	1500	25	2000	30	2500	35		
GR59	BAGB	HOLDS	A9 Envelope & Card or up to (12) A7 or Lee Envelopes & Cards	5 15/16	8 3/4		151	222		1.2 mil	Clear	Biodegradable PLA (made from plants)	Clear Biodegradable Bags with a Flap and an Adhesive Strip	0.0072	100	0.12	500	15	1000	20	1500	25	2000	30	2500	35		
GR66	BAGB	HOLDS	Square Card & Envelope	6 1/4	6 1/4		159	159		1.2 mil	Clear	Biodegradable PLA (made from plants)	Clear Biodegradable Bags with a Flap and an Adhesive Strip	0.0048	100	0.1	500	15	1000	20	1500	25	2000	30	2500	35		
GR6X6	BAGB	HOLDS	Square Card & Envelope	6 7/16	6 1/4		164	159		1.2 mil	Clear	Biodegradable PLA (made from plants)	Clear Biodegradable Bags with a Flap and an Adhesive Strip	0.0052	100	0.1	500	15	1000	20	1500	25	2000	30	2500	35		
GR6X6M	BAGB	HOLDS	Square Card & Envelope	6 11/16	6 9/16		170	167		1.2 mil	Clear	Biodegradable PLA (made from plants)	Clear Biodegradable Bags with a Flap and an Adhesive Strip	0.0054	100	0.11	500	15	1000	20	1500	25	2000	30	2500	35		
GR7X7SM	BAGB	HOLDS	Square Card & Envelope	7 3/16	7 1/16		183	179		1.2 mil	Clear	Biodegradable PLA (made from plants)	Clear Biodegradable Bags with a Flap and an Adhesive Strip	0.0065	100	0.12	500	15	1000	20	1500	25	2000	30	2500	35		
GR5S	BAGB	HOLDS	5X7's	7 1/4	5 1/8		184	130		1.2 mil	Clear	Biodegradable PLA (made from plants)	Clear Biodegradable Bags with a Flap and an Adhesive Strip	0.0047	100	0.1	500	15	1000	20	1500	25	2000	30	2500	35		
GR7X7M	BAGB	HOLDS	Square Card & Envelope	7 11/16	7 9/16		195	192		1.2 mil	Clear	Biodegradable PLA (made from plants)	Clear Biodegradable Bags with a Flap and an Adhesive Strip	0.0071	100	0.13	500	15	1000	20	1500	25	2000	30	2500	35		
CJ5X5SM	CJAC	HOLDS	5" Square Card (card only)	5 1/8	11/16		130	256		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Card Jackets	0.0036	100	0.05	500	5	1000	10	1500	15	2000	20				
CJ35	CJAC	HOLDS	3" x 5" Card (card only)	5 1/4	6 1/4		133	159		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Card Jackets	0.0023	100	0.045	500	5	1000	10	1500	15						
CJ2	CJAC	HOLDS	4Bar Envelope & Card	5 1/4	7 5/16		133	186		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Card Jackets	0.0027	100	0.04	500	5	1000	10	1500	15						
CJB4	CJAC	HOLDS	4Bar Envelope & Card	5 1/4	7 3/8		133	187		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Card Jackets	0.003	100	0.03												
CJ5X5M	CJAC	HOLDS	5 1/2" Square Card (card only)	5 5/8	11 1/16		143	281		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Card Jackets	0.0041	100	0.06	500	5	1000	10	1500	15	2000	20				
CJ45	CJAC	HOLDS	Twice Folded 8 1/2" x 11" (no envelope)	5 3/4	8 3/4		146	222		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Card Jackets	0.0036	100	0.05	500	5	1000	10	1500	15	2000	20				
CJ5X5XL	CJAC	HOLDS	5 3/4" Square Card (card only)	5 7/8	11 9/16		149	294		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Card Jackets	0.0045	100	0.06	500	5	1000	10	1500	15						
CJA2	CJAC	HOLDS	A2 Envelopes and a Twice Folded 8 1/2" x 11" Card	5 15/16	8 7/8		151	225		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Card Jackets	0.0037	100	0.05	500	5	1000	10	1500	15	2000	20				
CJ6X6SM	CJAC	HOLDS	6" Square Card (card only)	6 1/8	12 1/16		156	306		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Card Jackets	0.0049	100	0.06	500	5	1000	10	1500	15	2000	20				
CJ46	CJAC	HOLDS	4" x 6" Square Card (card only)	6 1/4	8 1/4		159	210		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Card Jackets	0.0056	100	0.055	500	5	1000	10	1500	15	2000	20				
CJ6X6M	CJAC	HOLDS	6 1/2" Square Card (card only)	6 5/8	13 1/16		168	332		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Card Jackets	0.0053	100	0.06	500	5	1000	10	1500	15	2000	20				
CJA6	CJAC	HOLDS	A6 Envelope & Card	6 11/16	9 3/4		170	248		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Card Jackets	0.0043	100	0.06	500	5	1000	10	1500	15	2000	20				
CJ57	CJAC	HOLDS	5" x 7" Card (card only)	7 1/4	10 1/4		184	260		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Card Jackets	0.0056	100	0.07	500	5	1000	10	1500	15	2000	20				
CJA7	CJAC	HOLDS	A7 or Lee Envelope & Card	7 7/16	10 1/2		189	267		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Card Jackets	0.0055	100	0.07	500	5	1000	10	1500	15	2000	20				
CJLIN	CJAC	HOLDS	Linwood Envelope & Card	7 5/8	11/2		194	267		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Card Jackets	0.0055	100	0.07	500	5	1000	10	1500	15	2000	20				
CJA8	CJAC	HOLDS	A8 Envelope & Card	8 5/16	10 5/16		211	278		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Card Jackets	0.006	100	0.07	500	5	1000	10	1500	20	2000	30				
CJHS	CJAC	HOLDS	A9 Envelope and a Folded 8 1/2" x 11" Card	9	11 1/2		229	292		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Card Jackets	0.0073	100	0.075	500	5	1000	10	1500	15	2000	20				
CJ49	CJAC	HOLDS	#10 Policy Card	9 5/8	8 5/16		244	211		1.6 mil	Crystal Clear	BOPP with 10% recycled poly	Crystal Clear Card Jackets	0.0049	100	0.07	500	5	1000	10	1500	15	2000	25				
FB36	PBOX	HOLDS	Business Cards	2 1/8	13/16	3 5/8	54	21	92	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.0142	25	0.26	50	15	100	20	200	25	250	30	500	35		
FB91	PBOX	HOLDS	Business Cards	2 1/8	1	3 5/8	54	25	92	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.0179	25	0.35	50	15	100	20	200	25	250	30	500	35		
